#chrom	start	end	name	score	strand	thickStart	thickEnd	itemRGB	blockCount	blockSizes	blockStart	deepTools_group
1	10357606	10363195	AT1G29650	0.0	+	10357606	10363195	0	1	5589	10357605	cluster_2
4	3825311	3827950	AT4G06652	0.0	+	3825311	3827950	0	1	2639	3825308	cluster_2
5	12488415	12489239	AT5G33237	0.0	-	12488415	12489239	0	1	824	12488414	cluster_2
2	2004334	2005026	AT2G05475	0.0	+	2004334	2005026	0	1	692	2004332	cluster_2
2	4973325	4973834	AT2G12345	0.0	-	4973325	4973834	0	1	509	4973321	cluster_2
4	2138604	2142190	AT4G04380	0.0	+	2138604	2142190	0	1	3586	2138602	cluster_2
2	2790227	2792797	AT2G06885	0.0	+	2790227	2792797	0	1	2570	2790225	cluster_2
5	6205813	6210644	AT5G18633	0.0	+	6205813	6210644	0	1	4831	6205807	cluster_2
3	14831701	14835583	AT3G42721	0.0	-	14831701	14835583	0	1	3882	14831700	cluster_2
2	3816494	3819701	AT2G10070	0.0	-	3816494	3819701	0	1	3207	3816491	cluster_2
4	5526392	5526701	AT4G08652	0.0	-	5526392	5526701	0	1	309	5526387	cluster_2
5	12739314	12739690	AT5G33433	0.0	-	12739314	12739690	0	1	376	12739313	cluster_2
3	12677228	12678717	AT3G31310	0.0	+	12677228	12678717	0	1	1489	12677227	cluster_2
5	9381992	9382331	AT5G26590	0.0	-	9381992	9382331	0	1	339	9381983	cluster_2
5	12381879	12385472	AT5G32925	0.0	+	12381879	12385472	0	1	3593	12381878	cluster_2
3	14574279	14576753	AT3G42438	0.0	+	14574279	14576753	0	1	2474	14574278	cluster_2
5	11487134	11488177	AT5G32122	0.0	+	11487134	11488177	0	1	1043	11487133	cluster_2
3	14356952	14359522	AT3G42186	0.0	-	14356952	14359522	0	1	2570	14356951	cluster_2
1	12466962	12467841	AT1G34230	0.0	-	12466962	12467841	0	1	879	12466961	cluster_2
2	4902163	4908827	AT2G12210	0.0	+	4902163	4908827	0	1	6664	4902159	cluster_2
1	29474914	29478272	AT1G78350	0.0	+	29474914	29478272	0	1	3358	29474912	cluster_2
5	13569958	13570614	AT5G35348	0.0	+	13569958	13570614	0	1	656	13569957	cluster_2
3	22232512	22236531	AT3G60170	0.0	+	22232512	22236531	0	1	4019	22232510	cluster_2
4	5303928	5308612	AT4G08375	0.0	-	5303928	5308612	0	1	4684	5303923	cluster_2
3	13392364	13393527	AT3G32455	0.0	+	13392364	13393527	0	1	1163	13392363	cluster_2
1	13711163	13711683	AT1G36400	0.0	+	13711163	13711683	0	1	520	13711162	cluster_2
3	11504663	11508363	AT3G29643	0.0	+	11504663	11508363	0	1	3700	11504662	cluster_2
2	5725557	5726003	AT2G13730	0.0	-	5725557	5726003	0	1	446	5725552	cluster_2
5	10681550	10682057	AT5G28655	0.0	-	10681550	10682057	0	1	507	10681549	cluster_2
3	13955339	13955956	AT3G33145	0.0	-	13955339	13955956	0	1	617	13955338	cluster_2
3	13157222	13160003	AT3G32168	0.0	+	13157222	13160003	0	1	2781	13157221	cluster_2
5	11504749	11506398	AT5G30410	0.0	+	11504749	11506398	0	1	1649	11504748	cluster_2
3	14497056	14497541	AT3G42353	0.0	-	14497056	14497541	0	1	485	14497055	cluster_2
3	15420060	15420530	AT3G43524	0.0	+	15420060	15420530	0	1	470	15420059	cluster_2
3	13465780	13467015	AT3G32912	0.0	-	13465780	13467015	0	1	1235	13465779	cluster_2
5	13945014	13947770	AT5G35775	0.0	+	13945014	13947770	0	1	2756	13945013	cluster_2
4	11835592	11837644	AT4G22450	0.0	+	11835592	11837644	0	1	2052	11835591	cluster_2
4	5257566	5261087	AT4G08333	0.0	+	5257566	5261087	0	1	3521	5257561	cluster_2
2	9188338	9194491	AT2G21460	0.0	-	9188338	9194491	0	1	6153	9188329	cluster_2
1	13974517	13975976	AT1G36910	0.0	-	13974517	13975976	0	1	1459	13974516	cluster_2
2	5819376	5821584	AT2G13870	0.0	+	5819376	5821584	0	1	2208	5819371	cluster_2
5	10962068	10963114	AT5G28928	0.0	-	10962068	10963114	0	1	1046	10962067	cluster_2
3	10106739	10110813	AT3G27327	0.0	+	10106739	10110813	0	1	4074	10106738	cluster_2
4	3129015	3131234	AT4G06493	0.0	-	3129015	3131234	0	1	2219	3129012	cluster_2
4	8327626	8328633	AT4G14470	0.0	+	8327626	8328633	0	1	1007	8327618	cluster_2
2	4500770	4507570	AT2G11320	0.0	+	4500770	4507570	0	1	6800	4500766	cluster_2
5	14677666	14677962	AT5G37120	0.0	+	14677666	14677962	0	1	296	14677665	cluster_2
2	3222935	3225703	AT2G07650	0.0	-	3222935	3225703	0	1	2768	3222932	cluster_2
2	13223059	13227048	AT2G31080	0.0	-	13223059	13227048	0	1	3989	13223058	cluster_2
3	14974103	14977761	AT3G42910	0.0	-	14974103	14977761	0	1	3658	14974102	cluster_2
2	2709951	2712872	AT2G06780	0.0	-	2709951	2712872	0	1	2921	2709949	cluster_2
4	5264215	5271148	AT4G08340	0.0	-	5264215	5271148	0	1	6933	5264210	cluster_2
4	4471938	4472525	AT4G07685	0.0	-	4471938	4472525	0	1	587	4471934	cluster_2
3	14558641	14560743	AT3G42433	0.0	-	14558641	14560743	0	1	2102	14558640	cluster_2
3	16511730	16512050	AT3G45120	0.0	-	16511730	16512050	0	1	320	16511729	cluster_2
4	5621764	5623209	AT4G08820	0.0	+	5621764	5623209	0	1	1445	5621759	cluster_2
5	11117609	11121412	AT5G29056	0.0	+	11117609	11121412	0	1	3803	11117608	cluster_2
5	11112540	11116875	AT5G29053	0.0	-	11112540	11116875	0	1	4335	11112539	cluster_2
5	11563124	11564305	AT5G30721	0.0	+	11563124	11564305	0	1	1181	11563123	cluster_2
5	14380268	14380744	AT5G36650	0.0	-	14380268	14380744	0	1	476	14380267	cluster_2
1	12665167	12667818	AT1G34590	0.0	+	12665167	12667818	0	1	2651	12665166	cluster_2
4	3509751	3511385	AT4G06567	0.0	+	3509751	3511385	0	1	1634	3509748	cluster_2
1	7717826	7722120	AT1G21945	0.0	+	7717826	7722120	0	1	4294	7717819	cluster_2
5	11564677	11565897	AT5G30460	0.0	+	11564677	11565897	0	1	1220	11564676	cluster_2
2	5824324	5827812	AT2G13890	0.0	+	5824324	5827812	0	1	3488	5824319	cluster_2
1	9304982	9305800	AT1G26860	0.0	-	9304982	9305800	0	1	818	9304973	cluster_2
5	12457549	12461543	AT5G33204	0.0	-	12457549	12461543	0	1	3994	12457548	cluster_2
3	5279432	5281417	AT3G15600	0.0	+	5279432	5281417	0	1	1985	5279427	cluster_2
1	15951375	15953706	AT1G42500	0.0	-	15951375	15953706	0	1	2331	15951374	cluster_2
5	14678341	14680737	AT5G37125	0.0	-	14678341	14680737	0	1	2396	14678340	cluster_2
3	11508519	11509043	AT3G29647	0.0	+	11508519	11509043	0	1	524	11508518	cluster_2
4	2910711	2912641	AT4G05595	0.0	-	2910711	2912641	0	1	1930	2910709	cluster_2
5	11041951	11046502	AT5G29020	0.0	+	11041951	11046502	0	1	4551	11041950	cluster_2
3	14914008	14918667	AT3G42806	0.0	+	14914008	14918667	0	1	4659	14914007	cluster_2
5	10889278	10891421	AT5G28870	0.0	-	10889278	10891421	0	1	2143	10889277	cluster_2
2	1398947	1399228	AT2G04140	0.0	+	1398947	1399228	0	1	281	1398946	cluster_2
2	4041164	4043622	AT2G10490	0.0	+	4041164	4043622	0	1	2458	4041160	cluster_2
4	4998060	5001542	AT4G08095	0.0	-	4998060	5001542	0	1	3482	4998056	cluster_2
3	13024557	13026492	AT3G32031	0.0	-	13024557	13026492	0	1	1935	13024556	cluster_2
3	10817053	10818113	AT3G28800	0.0	-	10817053	10818113	0	1	1060	10817052	cluster_2
1	16011820	16012506	AT1G42602	0.0	+	16011820	16012506	0	1	686	16011819	cluster_2
5	16259229	16264465	AT5G40605	0.0	+	16259229	16264465	0	1	5236	16259228	cluster_2
3	11597405	11599821	AT3G29766	0.0	-	11597405	11599821	0	1	2416	11597404	cluster_2
3	17979164	17983387	AT3G48523	0.0	-	17979164	17983387	0	1	4223	17979163	cluster_2
2	5341984	5342694	AT2G12990	0.0	-	5341984	5342694	0	1	710	5341979	cluster_2
4	4949910	4950530	AT4G08074	0.0	+	4949910	4950530	0	1	620	4949906	cluster_2
3	12177593	12180256	AT3G30587	0.0	-	12177593	12180256	0	1	2663	12177592	cluster_2
2	6126673	6127692	AT2G14415	0.0	-	6126673	6127692	0	1	1019	6126667	cluster_2
5	10949704	10953591	AT5G28926	0.0	-	10949704	10953591	0	1	3887	10949703	cluster_2
1	17029613	17030382	AT1G45035	0.0	+	17029613	17030382	0	1	769	17029612	cluster_2
2	4855657	4856532	AT2G12040	0.0	+	4855657	4856532	0	1	875	4855653	cluster_2
3	13353209	13355722	AT3G32397	0.0	-	13353209	13355722	0	1	2513	13353208	cluster_2
2	5342940	5346917	AT2G13000	0.0	-	5342940	5346917	0	1	3977	5342935	cluster_2
5	12720971	12727586	AT5G33428	0.0	+	12720971	12727586	0	1	6615	12720970	cluster_2
3	15187016	15187420	AT3G43205	0.0	-	15187016	15187420	0	1	404	15187015	cluster_2
2	7173003	7176689	AT2G16560	0.0	+	7173003	7176689	0	1	3686	7172996	cluster_2
3	13080593	13088056	AT3G32091	0.0	+	13080593	13088056	0	1	7463	13080592	cluster_2
4	1855717	1861200	AT4G03920	0.0	+	1855717	1861200	0	1	5483	1855716	cluster_2
3	12115435	12115976	AT3G30490	0.0	-	12115435	12115976	0	1	541	12115434	cluster_2
3	11341766	11346095	AT3G29515	0.0	-	11341766	11346095	0	1	4329	11341765	cluster_2
2	5196413	5196814	AT2G12685	0.0	+	5196413	5196814	0	1	401	5196408	cluster_2
3	12467942	12471863	AT3G30790	0.0	-	12467942	12471863	0	1	3921	12467941	cluster_2
3	15592267	15597394	AT3G43688	0.0	+	15592267	15597394	0	1	5127	15592266	cluster_2
4	1969059	1972381	AT4G04105	0.0	+	1969059	1972381	0	1	3322	1969058	cluster_2
5	13568729	13569617	AT5G35344	0.0	+	13568729	13569617	0	1	888	13568728	cluster_2
3	12309891	12311169	AT3G30715	0.0	+	12309891	12311169	0	1	1278	12309890	cluster_2
2	5298299	5301076	AT2G12910	0.0	+	5298299	5301076	0	1	2777	5298294	cluster_2
3	12920070	12926590	AT3G31920	0.0	-	12920070	12926590	0	1	6520	12920069	cluster_2
1	13713118	13713789	AT1G36403	0.0	-	13713118	13713789	0	1	671	13713117	cluster_2
4	2161216	2163867	AT4G04400	0.0	-	2161216	2163867	0	1	2651	2161214	cluster_2
3	15629330	15630085	AT3G43726	0.0	-	15629330	15630085	0	1	755	15629329	cluster_2
3	11170646	11175547	AT3G29205	0.0	-	11170646	11175547	0	1	4901	11170645	cluster_2
5	10050551	10056352	AT5G28053	0.0	+	10050551	10056352	0	1	5801	10050550	cluster_2
5	13291122	13291848	AT5G35030	0.0	-	13291122	13291848	0	1	726	13291121	cluster_2
1	16557574	16558819	AT1G43777	0.0	-	16557574	16558819	0	1	1245	16557573	cluster_2
2	6078121	6078961	AT2G14340	0.0	+	6078121	6078961	0	1	840	6078115	cluster_2
3	14170241	14170714	AT3G40640	0.0	-	14170241	14170714	0	1	473	14170240	cluster_2
3	13318348	13322975	AT3G32385	0.0	-	13318348	13322975	0	1	4627	13318347	cluster_2
3	14464231	14468082	AT3G42313	0.0	+	14464231	14468082	0	1	3851	14464230	cluster_2
3	12083626	12087431	AT3G30450	0.0	+	12083626	12087431	0	1	3805	12083625	cluster_2
3	15373325	15375447	AT3G43442	0.0	+	15373325	15375447	0	1	2122	15373324	cluster_2
4	2283665	2288386	AT4G04560	0.0	-	2283665	2288386	0	1	4721	2283663	cluster_2
4	2848965	2849790	AT4G05581	0.0	-	2848965	2849790	0	1	825	2848963	cluster_2
4	1447373	1456751	AT4G03300	0.0	+	1447373	1456751	0	1	9378	1447372	cluster_2
2	2647083	2647769	AT2G06640	0.0	-	2647083	2647769	0	1	686	2647081	cluster_2
4	4652507	4655715	AT4G07840	0.0	-	4652507	4655715	0	1	3208	4652503	cluster_2
2	4556995	4558533	AT2G11420	0.0	+	4556995	4558533	0	1	1538	4556991	cluster_2
3	13351859	13352788	AT3G32395	0.0	-	13351859	13352788	0	1	929	13351858	cluster_2
3	13563190	13566382	AT3G33011	0.0	-	13563190	13566382	0	1	3192	13563189	cluster_2
1	10696999	10701393	AT1G30340	0.0	+	10696999	10701393	0	1	4394	10696998	cluster_2
2	3908589	3909740	AT2G10232	0.0	+	3908589	3909740	0	1	1151	3908586	cluster_2
3	14908575	14910194	AT3G42803	0.0	+	14908575	14910194	0	1	1619	14908574	cluster_2
4	1997562	1998900	AT4G04150	0.0	+	1997562	1998900	0	1	1338	1997561	cluster_2
3	12199272	12199881	AT3G30645	0.0	-	12199272	12199881	0	1	609	12199271	cluster_2
5	10946562	10948829	AT5G28923	0.0	-	10946562	10948829	0	1	2267	10946561	cluster_2
3	11371117	11372459	AT3G29572	0.0	-	11371117	11372459	0	1	1342	11371116	cluster_2
5	11462112	11463413	AT5G30390	0.0	+	11462112	11463413	0	1	1301	11462111	cluster_2
3	5283446	5285767	AT3G15602	0.0	-	5283446	5285767	0	1	2321	5283441	cluster_2
1	13577455	13580996	AT1G36200	0.0	-	13577455	13580996	0	1	3541	13577454	cluster_2
3	13344240	13349880	AT3G32393	0.0	+	13344240	13349880	0	1	5640	13344239	cluster_2
2	9651719	9654532	AT2G22710	0.0	+	9651719	9654532	0	1	2813	9651710	cluster_2
4	1665242	1667033	AT4G03745	0.0	-	1665242	1667033	0	1	1791	1665241	cluster_2
5	12979612	12981477	AT5G34825	0.0	-	12979612	12981477	0	1	1865	12979611	cluster_2
2	5197316	5197850	AT2G12690	0.0	-	5197316	5197850	0	1	534	5197311	cluster_2
5	14144014	14149194	AT5G36005	0.0	+	14144014	14149194	0	1	5180	14144013	cluster_2
3	15083044	15084520	AT3G43090	0.0	-	15083044	15084520	0	1	1476	15083043	cluster_2
5	12256677	12259096	AT5G32610	0.0	-	12256677	12259096	0	1	2419	12256676	cluster_2
2	2423152	2424091	AT2G06190	0.0	+	2423152	2424091	0	1	939	2423150	cluster_2
5	11592943	11595226	AT5G30207	0.0	-	11592943	11595226	0	1	2283	11592942	cluster_2
2	3144615	3145727	AT2G07530	0.0	+	3144615	3145727	0	1	1112	3144612	cluster_2
2	6029773	6030159	AT2G14240	0.0	+	6029773	6030159	0	1	386	6029767	cluster_2
2	5526469	5526858	AT2G13320	0.0	+	5526469	5526858	0	1	389	5526464	cluster_2
3	14776071	14777102	AT3G42711	0.0	-	14776071	14777102	0	1	1031	14776070	cluster_2
2	7014473	7019440	AT2G16180	0.0	-	7014473	7019440	0	1	4967	7014466	cluster_2
3	13369797	13373676	AT3G32415	0.0	+	13369797	13373676	0	1	3879	13369796	cluster_2
4	5558042	5558705	AT4G08692	0.0	-	5558042	5558705	0	1	663	5558037	cluster_2
4	2839612	2840637	AT4G05570	0.0	-	2839612	2840637	0	1	1025	2839610	cluster_2
2	2639598	2642549	AT2G06600	0.0	+	2639598	2642549	0	1	2951	2639596	cluster_2
4	11676660	11681092	AT4G22040	0.0	-	11676660	11681092	0	1	4432	11676659	cluster_2
2	3804570	3807981	AT2G10030	0.0	-	3804570	3807981	0	1	3411	3804567	cluster_2
3	11867790	11871278	AT3G30218	0.0	+	11867790	11871278	0	1	3488	11867789	cluster_2
4	1614814	1618128	AT4G03640	0.0	+	1614814	1618128	0	1	3314	1614813	cluster_2
2	3912438	3913631	AT2G10237	0.0	+	3912438	3913631	0	1	1193	3912435	cluster_2
2	4626902	4631904	AT2G11550	0.0	-	4626902	4631904	0	1	5002	4626898	cluster_2
1	23294977	23295564	AT1G62890	0.0	+	23294977	23295564	0	1	587	23294975	cluster_2
3	12828688	12830731	AT3G31500	0.0	+	12828688	12830731	0	1	2043	12828687	cluster_2
1	5912053	5915313	AT1G17275	0.0	+	5912053	5915313	0	1	3260	5912048	cluster_2
1	16954386	16960042	AT1G44880	0.0	-	16954386	16960042	0	1	5656	16954385	cluster_2
3	13455549	13457496	AT3G32901	0.0	-	13455549	13457496	0	1	1947	13455548	cluster_2
5	13295472	13298304	AT5G35045	0.0	-	13295472	13298304	0	1	2832	13295471	cluster_2
3	11185678	11186271	AT3G29220	0.0	+	11185678	11186271	0	1	593	11185677	cluster_2
2	6549381	6554330	AT2G15100	0.0	+	6549381	6554330	0	1	4949	6549375	cluster_2
3	13983888	13987724	AT3G33169	0.0	-	13983888	13987724	0	1	3836	13983887	cluster_2
4	3776356	3779484	AT4G06636	0.0	+	3776356	3779484	0	1	3128	3776353	cluster_2
5	12570176	12571226	AT5G33303	0.0	+	12570176	12571226	0	1	1050	12570175	cluster_2
2	6942914	6944794	AT2G15940	0.0	+	6942914	6944794	0	1	1880	6942908	cluster_2
3	14642479	14644281	AT3G42535	0.0	+	14642479	14644281	0	1	1802	14642478	cluster_2
4	7558228	7559772	AT4G12915	0.0	-	7558228	7559772	0	1	1544	7558221	cluster_2
5	11521176	11522261	AT5G31989	0.0	+	11521176	11522261	0	1	1085	11521175	cluster_2
5	14664936	14666217	AT5G37100	0.0	+	14664936	14666217	0	1	1281	14664935	cluster_2
5	11440713	11441132	AT5G32022	0.0	+	11440713	11441132	0	1	419	11440712	cluster_2
5	12607810	12608362	AT5G33380	0.0	+	12607810	12608362	0	1	552	12607809	cluster_2
2	2125593	2128107	AT2G05690	0.0	-	2125593	2128107	0	1	2514	2125591	cluster_2
4	2357418	2364944	AT4G04655	0.0	+	2357418	2364944	0	1	7526	2357416	cluster_2
3	12118403	12120419	AT3G30505	0.0	-	12118403	12120419	0	1	2016	12118402	cluster_2
2	6351159	6353252	AT2G14796	0.0	-	6351159	6353252	0	1	2093	6351153	cluster_2
3	13974397	13976208	AT3G33160	0.0	+	13974397	13976208	0	1	1811	13974396	cluster_2
4	3646551	3648116	AT4G06596	0.0	-	3646551	3648116	0	1	1565	3646548	cluster_2
2	4509242	4512287	AT2G11330	0.0	+	4509242	4512287	0	1	3045	4509238	cluster_2
2	5524129	5526270	AT2G13310	0.0	-	5524129	5526270	0	1	2141	5524124	cluster_2
1	21210482	21211008	AT1G56605	0.0	+	21210482	21211008	0	1	526	21210480	cluster_2
4	3781708	3783723	AT4G06638	0.0	-	3781708	3783723	0	1	2015	3781705	cluster_2
4	3476600	3479077	AT4G06557	0.0	-	3476600	3479077	0	1	2477	3476597	cluster_2
4	3518688	3520916	AT4G06570	0.0	+	3518688	3520916	0	1	2228	3518685	cluster_2
3	15549783	15551111	AT3G43650	0.0	-	15549783	15551111	0	1	1328	15549782	cluster_2
3	11517826	11521441	AT3G29650	0.0	+	11517826	11521441	0	1	3615	11517825	cluster_2
4	2158457	2159002	AT4G04396	0.0	-	2158457	2159002	0	1	545	2158455	cluster_2
2	2644421	2644906	AT2G06620	0.0	-	2644421	2644906	0	1	485	2644419	cluster_2
2	3234485	3237358	AT2G07744	0.0	-	3234485	3237358	0	1	2873	3234482	cluster_2
5	11057786	11059041	AT5G29026	0.0	+	11057786	11059041	0	1	1255	11057785	cluster_2
2	1550133	1553029	AT2G04470	0.0	-	1550133	1553029	0	1	2896	1550132	cluster_2
2	2726656	2727484	AT2G06820	0.0	-	2726656	2727484	0	1	828	2726654	cluster_2
5	11272316	11273629	AT5G29591	0.0	+	11272316	11273629	0	1	1313	11272315	cluster_2
3	12704091	12704807	AT3G31355	0.0	-	12704091	12704807	0	1	716	12704090	cluster_2
3	11936237	11941273	AT3G30330	0.0	-	11936237	11941273	0	1	5036	11936236	cluster_2
3	12009590	12012152	AT3G30400	0.0	-	12009590	12012152	0	1	2562	12009589	cluster_2
4	1823795	1824970	AT4G03876	0.0	-	1823795	1824970	0	1	1175	1823794	cluster_2
4	5079652	5083590	AT4G08100	0.0	+	5079652	5083590	0	1	3938	5079647	cluster_2
1	15215966	15221264	AT1G40127	0.0	-	15215966	15221264	0	1	5298	15215965	cluster_2
1	13335257	13339587	AT1G35870	0.0	+	13335257	13339587	0	1	4330	13335256	cluster_2
3	17392099	17393699	AT3G47230	0.0	-	17392099	17393699	0	1	1600	17392098	cluster_2
2	3786133	3788854	AT2G10000	0.0	-	3786133	3788854	0	1	2721	3786130	cluster_2
1	16043755	16045041	AT1G42690	0.0	+	16043755	16045041	0	1	1286	16043754	cluster_2
2	1547538	1548999	AT2G04460	0.0	-	1547538	1548999	0	1	1461	1547537	cluster_2
5	11622149	11630296	AT5G29646	0.0	-	11622149	11630296	0	1	8147	11622148	cluster_2
1	15617322	15622910	AT1G41840	0.0	-	15617322	15622910	0	1	5588	15617321	cluster_2
4	7700753	7701280	AT4G13258	0.0	-	7700753	7701280	0	1	527	7700746	cluster_2
3	15960323	15961773	AT3G44267	0.0	+	15960323	15961773	0	1	1450	15960322	cluster_2
2	2202628	2205721	AT2G05800	0.0	+	2202628	2205721	0	1	3093	2202626	cluster_2
5	10904102	10904800	AT5G28890	0.0	-	10904102	10904800	0	1	698	10904101	cluster_2
5	11453775	11457685	AT5G32103	0.0	+	11453775	11457685	0	1	3910	11453774	cluster_2
5	14380888	14383080	AT5G36655	0.0	+	14380888	14383080	0	1	2192	14380887	cluster_2
3	11941473	11945087	AT3G30335	0.0	-	11941473	11945087	0	1	3614	11941472	cluster_2
3	13393627	13393749	AT3G32465	0.0	-	13393627	13393749	0	1	122	13393626	cluster_2
1	8789376	8792080	AT1G24938	0.0	-	8789376	8792080	0	1	2704	8789368	cluster_2
3	11660602	11663681	AT3G29778	0.0	+	11660602	11663681	0	1	3079	11660601	cluster_2
5	11631511	11634456	AT5G29708	0.0	-	11631511	11634456	0	1	2945	11631510	cluster_2
2	2739871	2743438	AT2G06830	0.0	-	2739871	2743438	0	1	3567	2739869	cluster_2
4	3363788	3365341	AT4G06537	0.0	+	3363788	3365341	0	1	1553	3363785	cluster_2
3	15001676	15003980	AT3G42935	0.0	+	15001676	15003980	0	1	2304	15001675	cluster_2
5	11484471	11485445	AT5G32082	0.0	+	11484471	11485445	0	1	974	11484470	cluster_2
1	15873298	15878184	AT1G42420	0.0	-	15873298	15878184	0	1	4886	15873297	cluster_2
1	15637605	15639738	AT1G41855	0.0	+	15637605	15639738	0	1	2133	15637604	cluster_2
2	3773824	3775059	AT2G09956	0.0	-	3773824	3775059	0	1	1235	3773821	cluster_2
5	10708694	10712681	AT5G28675	0.0	+	10708694	10712681	0	1	3987	10708693	cluster_2
2	5191775	5195786	AT2G12680	0.0	+	5191775	5195786	0	1	4011	5191770	cluster_2
1	15761928	15763310	AT1G42200	0.0	-	15761928	15763310	0	1	1382	15761927	cluster_2
4	4317040	4320951	AT4G07516	0.0	-	4317040	4320951	0	1	3911	4317036	cluster_2
1	18002752	18006845	AT1G48680	0.0	-	18002752	18006845	0	1	4093	18002751	cluster_2
5	10959091	10961379	AT5G28927	0.0	-	10959091	10961379	0	1	2288	10959090	cluster_2
4	3165660	3166748	AT4G06501	0.0	-	3165660	3166748	0	1	1088	3165657	cluster_2
3	13097952	13103951	AT3G32110	0.0	+	13097952	13103951	0	1	5999	13097951	cluster_2
3	12954001	12954422	AT3G31955	0.0	-	12954001	12954422	0	1	421	12954000	cluster_2
2	2645688	2646383	AT2G06630	0.0	-	2645688	2646383	0	1	695	2645686	cluster_2
4	5914032	5916593	AT4G09316	0.0	-	5914032	5916593	0	1	2561	5914027	cluster_2
3	11608200	11610741	AT3G29768	0.0	-	11608200	11610741	0	1	2541	11608199	cluster_2
2	2122963	2125485	AT2G05680	0.0	+	2122963	2125485	0	1	2522	2122961	cluster_2
4	2995427	2999908	AT4G05635	0.0	+	2995427	2999908	0	1	4481	2995425	cluster_2
4	4121888	4124050	AT4G07324	0.0	+	4121888	4124050	0	1	2162	4121884	cluster_2
3	12694627	12696002	AT3G31320	0.0	+	12694627	12696002	0	1	1375	12694626	cluster_2
3	14509932	14514632	AT3G42386	0.0	+	14509932	14514632	0	1	4700	14509931	cluster_2
3	11604027	11606698	AT3G29767	0.0	-	11604027	11606698	0	1	2671	11604026	cluster_2
1	14060525	14061004	AT1G37036	0.0	-	14060525	14061004	0	1	479	14060524	cluster_2
1	13628848	13633367	AT1G36270	0.0	-	13628848	13633367	0	1	4519	13628847	cluster_2
2	7005823	7008272	AT2G16140	0.0	+	7005823	7008272	0	1	2449	7005816	cluster_2
3	12563428	12566928	AT3G30836	0.0	-	12563428	12566928	0	1	3500	12563427	cluster_2
4	4309156	4310671	AT4G07507	0.0	+	4309156	4310671	0	1	1515	4309152	cluster_2
1	13503912	13506396	AT1G36110	0.0	-	13503912	13506396	0	1	2484	13503911	cluster_2
3	16084755	16086568	AT3G44470	0.0	-	16084755	16086568	0	1	1813	16084754	cluster_2
3	13165571	13170335	AT3G32195	0.0	+	13165571	13170335	0	1	4764	13165570	cluster_2
4	4951479	4954812	AT4G08076	0.0	+	4951479	4954812	0	1	3333	4951475	cluster_2
3	12379790	12381090	AT3G30744	0.0	+	12379790	12381090	0	1	1300	12379789	cluster_2
2	4967128	4972105	AT2G12340	0.0	-	4967128	4972105	0	1	4977	4967124	cluster_2
1	11957968	11958162	AT1G33000	0.0	+	11957968	11958162	0	1	194	11957967	cluster_2
3	12993299	12994435	AT3G32023	0.0	-	12993299	12994435	0	1	1136	12993298	cluster_2
2	2649058	2652090	AT2G06650	0.0	+	2649058	2652090	0	1	3032	2649056	cluster_2
1	13967607	13971416	AT1G36890	0.0	-	13967607	13971416	0	1	3809	13967606	cluster_2
2	5027376	5029321	AT2G12420	0.0	-	5027376	5029321	0	1	1945	5027371	cluster_2
4	3937487	3938244	AT4G06697	0.0	-	3937487	3938244	0	1	757	3937484	cluster_2
2	6230129	6232147	AT2G14595	0.0	+	6230129	6232147	0	1	2018	6230123	cluster_2
5	12200248	12204138	AT5G32563	0.0	+	12200248	12204138	0	1	3890	12200247	cluster_2
5	14163044	14164523	AT5G36030	0.0	+	14163044	14164523	0	1	1479	14163043	cluster_2
5	10757991	10758887	AT5G28710	0.0	-	10757991	10758887	0	1	896	10757990	cluster_2
4	2174765	2176015	AT4G04407	0.0	-	2174765	2176015	0	1	1250	2174763	cluster_2
2	4911109	4912425	AT2G12240	0.0	-	4911109	4912425	0	1	1316	4911105	cluster_2
2	6592908	6597558	AT2G15190	0.0	+	6592908	6597558	0	1	4650	6592902	cluster_2
5	10365742	10367421	AT5G28430	0.0	-	10365742	10367421	0	1	1679	10365741	cluster_2
2	2642998	2643729	AT2G06610	0.0	+	2642998	2643729	0	1	731	2642996	cluster_2
3	13503321	13506924	AT3G32964	0.0	+	13503321	13506924	0	1	3603	13503320	cluster_2
2	4611625	4613625	AT2G11510	0.0	-	4611625	4613625	0	1	2000	4611621	cluster_2
3	15316172	15317224	AT3G43359	0.0	+	15316172	15317224	0	1	1052	15316171	cluster_2
2	2747349	2752133	AT2G06840	0.0	+	2747349	2752133	0	1	4784	2747347	cluster_2
3	13464088	13465615	AT3G32910	0.0	+	13464088	13465615	0	1	1527	13464087	cluster_2
5	13713460	13719312	AT5G35535	0.0	+	13713460	13719312	0	1	5852	13713459	cluster_2
3	14385163	14388016	AT3G42230	0.0	-	14385163	14388016	0	1	2853	14385162	cluster_2
3	15571415	15575045	AT3G43675	0.0	-	15571415	15575045	0	1	3630	15571414	cluster_2
2	1996202	2001144	AT2G05450	0.0	+	1996202	2001144	0	1	4942	1996201	cluster_2
1	16943330	16946110	AT1G44840	0.0	+	16943330	16946110	0	1	2780	16943329	cluster_2
5	10575495	10578143	AT5G28580	0.0	-	10575495	10578143	0	1	2648	10575494	cluster_2
5	11596127	11610717	AT5G30269	0.0	+	11596127	11610717	0	1	14590	11596126	cluster_2
1	15790727	15791778	AT1G42300	0.0	-	15790727	15791778	0	1	1051	15790726	cluster_2
