V1	V2	V3	V4		
GSM1925399	FRiP	score:	0.013793392		1.379339175
GSM1925140	FRiP	score:	0.013303548		1.330354819
GSM1925190	FRiP	score:	0.01320502		1.320502024
GSM1925440	FRiP	score:	0.01312855		1.31285495
GSM1429898	FRiP	score:	0.013092223		1.309222258
GSM1925507	FRiP	score:	0.012943299		1.294329923
GSM1925137	FRiP	score:	0.012939581		1.293958066
GSM1925398	FRiP	score:	0.012775987		1.277598724
GSM1925098	FRiP	score:	0.012740393		1.274039299
GSM1925255	FRiP	score:	0.01251622		1.251621979
GSM1925665	FRiP	score:	0.012220182		1.222018212
GSM4074148	FRiP	score:	0.012010116		1.201011588
GSM3141563	FRiP	score:	0.011557221		1.155722083
GSM1925082	FRiP	score:	0.011520111		1.152011142
GSM1925708	FRiP	score:	0.01140562		1.140562031
GSM1925247	FRiP	score:	0.011325346		1.13253456
GSM1925397	FRiP	score:	0.011255561		1.125556053
GSM1925916	FRiP	score:	0.010905191		1.090519128
GSM1925278	FRiP	score:	0.010879963		1.087996339
GSM1103234	FRiP	score:	0.010686347		1.068634702
GSM1925148	FRiP	score:	0.010610263		1.061026327
GSM1925518	FRiP	score:	0.010417733		1.04177332
GSM1925052	FRiP	score:	0.00991901		0.991900995
GSM1925084	FRiP	score:	0.009877428		0.987742794
GSM1925917	FRiP	score:	0.009861696		0.986169618
GSM3856416	FRiP	score:	0.009618585		0.961858481
GSM1925931	FRiP	score:	0.009565064		0.956506414
GSM1925402	FRiP	score:	0.009521382		0.952138234
GSM1925830	FRiP	score:	0.009287642		0.928764198
GSM1925930	FRiP	score:	0.009274636		0.927463594
GSM1925219	FRiP	score:	0.009037512		0.903751201
GSM1925207	FRiP	score:	0.008946841		0.894684141
GSM1925669	FRiP	score:	0.008886071		0.888607055
GSM1925112	FRiP	score:	0.008834903		0.883490255
GSM4074098	FRiP	score:	0.008799439		0.879943861
GSM4074145	FRiP	score:	0.008637013		0.863701328
GSM1925422	FRiP	score:	0.008487948		0.848794838
GSM1925220	FRiP	score:	0.008465471		0.84654709
GSM1925228	FRiP	score:	0.008432461		0.84324606
GSM1925515	FRiP	score:	0.008403237		0.840323711
GSM1925378	FRiP	score:	0.008376394		0.837639362
GSM1925291	FRiP	score:	0.008231337		0.823133717
GSM3095568	FRiP	score:	0.007904016		0.790401569
GSM1925213	FRiP	score:	0.007643384		0.764338376
GSM1925653	FRiP	score:	0.007368094		0.73680941
GSM1925390	FRiP	score:	0.007221497		0.722149694
GSM1925446	FRiP	score:	0.006984467		0.69844667
GSM1925801	FRiP	score:	0.006935767		0.693576677
GSM1925348	FRiP	score:	0.006904293		0.690429327
GSM1925244	FRiP	score:	0.00672347		0.672347035
GSM1925776	FRiP	score:	0.006600309		0.660030863
GSM1925671	FRiP	score:	0.006599196		0.659919585
GSM1925879	FRiP	score:	0.006551444		0.655144439
GSM1925878	FRiP	score:	0.006543753		0.654375313
GSM1925178	FRiP	score:	0.006404793		0.640479265
GSM1925165	FRiP	score:	0.006338284		0.63382845
GSM1925208	FRiP	score:	0.006270709		0.627070906
GSM1925363	FRiP	score:	0.006113105		0.61131053
GSM1925824	FRiP	score:	0.006079976		0.607997595
GSM1925030	FRiP	score:	0.006038523		0.60385232
GSM1925349	FRiP	score:	0.005889022		0.588902203
GSM1925621	FRiP	score:	0.005865491		0.586549066
GSM4074150	FRiP	score:	0.005766486		0.576648592
GSM1925615	FRiP	score:	0.00566548		0.566547989
GSM1925712	FRiP	score:	0.005643112		0.564311154
GSM4074088	FRiP	score:	0.005614009		0.561400892
GSM1925085	FRiP	score:	0.005508075		0.550807466
GSM1925375	FRiP	score:	0.005399263		0.539926257
GSM1925065	FRiP	score:	0.005371147		0.537114695
GSM1925209	FRiP	score:	0.005298108		0.5298108
GSM1925662	FRiP	score:	0.005155812		0.515581211
GSM1925415	FRiP	score:	0.005094129		0.509412929
GSM1925790	FRiP	score:	0.005069363		0.506936326
GSM1925119	FRiP	score:	0.00499955		0.499954975
GSM1925825	FRiP	score:	0.004959937		0.495993666
GSM4074149	FRiP	score:	0.004877084		0.487708396
GSM1925618	FRiP	score:	0.004739575		0.473957469
GSM1925022	FRiP	score:	0.004642396		0.464239563
SRX2436398	FRiP	score:	0.004606521		0.460652144
GSM1925652	FRiP	score:	0.004501497		0.450149729
GSM1925850	FRiP	score:	0.004373209		0.437320861
GSM1925489	FRiP	score:	0.004347861		0.434786094
GSM1925523	FRiP	score:	0.004344962		0.434496212
GSM1925437	FRiP	score:	0.004343967		0.434396743
GSM1925372	FRiP	score:	0.004067268		0.406726841
GSM1925053	FRiP	score:	0.004054135		0.405413467
GSM1925045	FRiP	score:	0.004031914		0.403191381
GSM1925087	FRiP	score:	0.003999832		0.39998317
GSM1925094	FRiP	score:	0.003987686		0.398768554
GSM1925698	FRiP	score:	0.003828353		0.382835264
GSM1925439	FRiP	score:	0.003786374		0.37863736
GSM1925364	FRiP	score:	0.003771562		0.377156212
GSM1925432	FRiP	score:	0.003720684		0.372068441
GSM1925851	FRiP	score:	0.003463352		0.346335197
GSM1925079	FRiP	score:	0.003418732		0.341873193
GSM1925109	FRiP	score:	0.003415639		0.341563859
GSM1925051	FRiP	score:	0.003302637		0.330263716
GSM1925365	FRiP	score:	0.003148337		0.314833696
GSM1925358	FRiP	score:	0.003116048		0.311604771
GSM1925811	FRiP	score:	0.003065152		0.306515172
GSM1925759	FRiP	score:	0.003059199		0.305919875
SRX1967732	FRiP	score:	0.003055031		0.305503103
GSM1925317	FRiP	score:	0.00301289		0.301289041
GSM1925761	FRiP	score:	0.002979948		0.297994836
GSM4074144	FRiP	score:	0.002946138		0.294613805
GSM1925756	FRiP	score:	0.00283947		0.28394703
GSM1925722	FRiP	score:	0.002822428		0.28224281
GSM1925716	FRiP	score:	0.002807084		0.280708413
GSM1925162	FRiP	score:	0.002725355		0.272535523
GSM1925351	FRiP	score:	0.002687022		0.26870216
GSM1925692	FRiP	score:	0.0025987		0.259870035
GSM1925853	FRiP	score:	0.002591779		0.259177868
SRX2436389	FRiP	score:	0.002487234		0.248723364
GSM1925224	FRiP	score:	0.00245985		0.245985014
GSM1925203	FRiP	score:	0.002435643		0.243564279
GSM1925767	FRiP	score:	0.002392001		0.239200101
GSM1925464	FRiP	score:	0.002170808		0.217080808
GSM1925368	FRiP	score:	0.002147392		0.214739174
GSM1925485	FRiP	score:	0.002137457		0.21374568
GSM1925713	FRiP	score:	0.002088561		0.208856146
GSM1925510	FRiP	score:	0.002083395		0.208339548
GSM4074143	FRiP	score:	0.002030184		0.203018388
GSM1925354	FRiP	score:	0.002029387		0.202938656
GSM1925145	FRiP	score:	0.002003517		0.200351666
GSM4074146	FRiP	score:	0.001947212		0.194721223
GSM1925286	FRiP	score:	0.001938661		0.193866126
GSM1925248	FRiP	score:	0.001905842		0.190584233
GSM1925452	FRiP	score:	0.001896455		0.189645534
GSM1925289	FRiP	score:	0.001814176		0.181417644
GSM1925211	FRiP	score:	0.00178529		0.178529034
GSM1925114	FRiP	score:	0.001754073		0.175407316
SRX2436396	FRiP	score:	0.001728375		0.172837502
GSM1925538	FRiP	score:	0.001603648		0.160364823
GSM1925687	FRiP	score:	0.001592002		0.159200233
GSM1925135	FRiP	score:	0.001560428		0.156042757
GSM1925445	FRiP	score:	0.001526911		0.152691097
GSM1925113	FRiP	score:	0.001512232		0.151223161
GSM1925654	FRiP	score:	0.001456221		0.14562214
GSM1925083	FRiP	score:	0.001451359		0.145135883
GSM1925855	FRiP	score:	0.001437191		0.14371915
GSM1925227	FRiP	score:	0.00141797		0.141796976
DRX066815	FRiP	score:	0.001378836		0.137883616
GSM1925579	FRiP	score:	0.001346241		0.134624121
GSM1925158	FRiP	score:	0.001316886		0.13168858
GSM1925675	FRiP	score:	0.001307139		0.130713893
GSM1925611	FRiP	score:	0.001236774		0.123677415
GSM1925028	FRiP	score:	0.001231253		0.123125289
GSM1925472	FRiP	score:	0.001181198		0.118119796
GSM1925144	FRiP	score:	0.001133043		0.113304275
GSM1925080	FRiP	score:	0.001053538		0.105353803
GSM1925002	FRiP	score:	0.001038424		0.10384237
GSM1925037	FRiP	score:	0.001003393		0.10033934
GSM1925235	FRiP	score:	0.000983292		0.098329227
GSM1925042	FRiP	score:	0.000953088		0.095308837
GSM1925324	FRiP	score:	0.000937681		0.093768136
GSM1925511	FRiP	score:	0.000887304		0.088730394
GSM1925341	FRiP	score:	0.000872525		0.087252499
GSM1925163	FRiP	score:	0.000807732		0.080773227
GSM1925426	FRiP	score:	0.000773615		0.077361507
GSM1925067	FRiP	score:	0.000730585		0.07305852
GSM4074142	FRiP	score:	0.000722646		0.072264627
GSM1925480	FRiP	score:	0.000712488		0.071248765
GSM2857901	FRiP	score:	0.000684773		0.068477323
GSM1925266	FRiP	score:	0.000669602		0.066960206
GSM1925216	FRiP	score:	0.00063352		0.063351956
GSM657970	FRiP	score:	0.000626817		0.062681672
GSM1925104	FRiP	score:	0.000616048		0.061604831
GSM1925307	FRiP	score:	0.000598211		0.059821108
GSM1925086	FRiP	score:	0.000595195		0.059519465
GSM1925799	FRiP	score:	0.000537601		0.053760103
GSM1925212	FRiP	score:	0.000491209		0.049120895
GSM1925043	FRiP	score:	0.000488595		0.048859487
GSM1925633	FRiP	score:	0.000463743		0.046374274
GSM1348068	FRiP	score:	0.000416864		0.041686433
GSM1925222	FRiP	score:	0.000415947		0.041594672
GSM1925154	FRiP	score:	0.000413985		0.041398543
GSM1925409	FRiP	score:	0.000396831		0.039683112
GSM1925424	FRiP	score:	0.000382341		0.038234082
GSM1925651	FRiP	score:	0.00034628		0.034628001
GSM1925719	FRiP	score:	0.000314849		0.03148487
GSM2857903	FRiP	score:	0.000310807		0.031080694
GSM1925161	FRiP	score:	0.000306963		0.030696251
GSM1925731	FRiP	score:	0.000300637		0.030063695
GSM1925270	FRiP	score:	0.000281027		0.028102718
GSM1925659	FRiP	score:	0.000257517		0.025751679
GSM1925108	FRiP	score:	0.000228027		0.022802715
GSM1925039	FRiP	score:	0.00022327		0.022327031
GSM1925854	FRiP	score:	0.000194381		0.019438051
GSM1925218	FRiP	score:	0.000192422		0.019242234
GSM1925447	FRiP	score:	0.00016836		0.016835965
GSM1925800	FRiP	score:	0.000157053		0.015705338
GSM1925453	FRiP	score:	0.000154105		0.015410507
GSM1925413	FRiP	score:	0.000108135		0.010813524
GSM1925688	FRiP	score:	9.51866316965626e-05		0.009518663
GSM1925371	FRiP	score:	6.36858166379196e-05		0.006368582
GSM1925210	FRiP	score:	5.87795543185173e-05		0.005877955
GSM1925015	FRiP	score:	5.00302518564426e-05		0.005003025
GSM1925905	FRiP	score:	4.38369942048321e-05		0.004383699
GSM1925153	FRiP	score:	3.52557096621798e-05		0.003525571
GSM1925240	FRiP	score:	3.50319109370186e-05		0.003503191
GSM1925702	FRiP	score:	9.19319734040801e-06		0.00091932
GSM1925827	FRiP	score:	0		0
GSM1925751	FRiP	score:	0		0
GSM1925635	FRiP	score:	0		0
GSM1925614	FRiP	score:	0		0
GSM1925609	FRiP	score:	0		0
GSM1925433	FRiP	score:	0		0
GSM1925313	FRiP	score:	0		0
GSM1925277	FRiP	score:	0		0
GSM1925267	FRiP	score:	0		0
GSM1925261	FRiP	score:	0		0
GSM1925238	FRiP	score:	0		0
GSM1925232	FRiP	score:	0		0
GSM1925179	FRiP	score:	0		0
GSM1925027	FRiP	score:	0		0
SRX202760	FRiP	score:	0		0
DRX066817	FRiP	score:	0		0
GSM2705943	FRiP	score:	0		0
GSM2705942	FRiP	score:	0		0
GSM2705941	FRiP	score:	0		0
GSM2102043	FRiP	score:	0		0
GSM2102042	FRiP	score:	0		0
GSM1592578	FRiP	score:	0		0
GSM1067405	FRiP	score:	0		0
GSM2130867	FRiP	score:	0		0
GSM2130866	FRiP	score:	0		0
GSM2130865	FRiP	score:	0		0
GSM2130864	FRiP	score:	0		0
GSM2130863	FRiP	score:	0		0
GSM2130862	FRiP	score:	0		0
GSM2130861	FRiP	score:	0		0
GSM2130860	FRiP	score:	0		0
GSM2130859	FRiP	score:	0		0
